"bpid","mlbid","Name","Age","Team","WARP","DRA.","DRA","DRA.SD","cFIP","G","GS","GR","IP","W","L","SV","ERA","RA9","FIP","WHIP","K.","BB.","K.BB","Whiff.","sbid","SPR"
102049,592865,"Taylor Williams",26,"MIL",0.4,102,4.55,0.76,104,56,0,56,53,1,3,0,4.25,4.75,3.95,1.47,24.2,10.6,2.3,32.5,"TWILLIAMS-R",0.946598210117055
58410,458681,"Lance Lynn",31,"",0.3,103,4.62,0.51,102,31,29,2,156.7,10,10,0,4.77,5,3.84,1.53,23,10.9,2.1,23.6,"LLYNN-R",1.00700244260253
100324,608718,"Brent Suter",28,"MIL",0.3,101,4.52,0.64,108,20,18,2,101.3,8,7,0,4.44,4.88,4.49,1.19,19.8,4.5,4.4,23.2,"BSUTER-L",1.02939327297613
103929,642232,"Ryan Yarbrough",26,"TAM",0.3,106,4.74,0.52,104,38,6,32,147.3,16,6,0,3.91,4.28,4.19,1.29,20.4,8,2.6,20.7,"RYARBROUGH-L",1.00785622562681
69131,518566,"Taylor Cole",28,"LAA",0.3,89,4,0.63,88,18,2,16,36,4,2,0,2.75,2.75,3.33,0.89,28.9,8.9,3.3,34.5,"TCOLE-R",1.01173144532743
102136,621289,"Jaime Schultz",27,"TAM",0.3,105,4.7,0.97,110,22,1,21,30.3,2,2,0,5.64,5.64,5.4,1.15,28,13.6,2.1,33.1,"JSCHULTZ-R",1.01406390621465
53155,506433,"Yu Darvish",31,"CUB",0.3,85,3.8,0.73,93,8,8,0,40,1,3,0,4.95,5.4,4.86,1.43,27.2,11.7,2.3,25.5,"YDARVISH-R",1.000082213716
70964,607200,"Erick Fedde",25,"WAS",0.3,98,4.39,0.63,99,11,11,0,50.3,2,4,0,5.54,5.54,4.71,1.53,21.2,10.1,2.1,23.3,"EFEDDE-R",1.03032039729788
102075,608652,"Luke Farrell",27,"CUB",0.3,96,4.3,0.8,104,20,2,18,31.3,3,4,0,5.17,6.32,5.2,1.47,27.7,11.3,2.4,26.3,"LFARRELL-R",1.01899876559469
103789,596295,"Austin Gomber",24,"STL",0.2,100,4.46,0.67,100,29,11,18,75,6,2,0,4.44,4.8,4.03,1.51,20.1,9.6,2.1,21.9,"AGOMBER-L",0.993728039442978
70803,543101,"Anthony DeSclafani",28,"CIN",0.2,86,3.84,0.49,94,21,21,0,115,7,8,0,4.93,5.32,4.83,1.29,22.3,6.2,3.6,23,"ADESCLAFANI-R",1.01813281122051
66960,592222,"Alex Claudio",26,"TEX",0.2,119,5.33,0.73,95,66,1,65,68.3,4,2,1,4.48,4.61,3.42,1.52,13.7,4.3,3.2,24.6,"ACLAUDIO-L",0.997328440061396
102011,571510,"Matthew Boyd",27,"DET",0.2,109,4.88,0.65,114,31,31,0,170.3,9,13,0,4.39,4.6,4.45,1.16,22.4,7.2,3.1,23.7,"MBOYD-L",0.988264721436948
60921,573185,"Dan Straily",29,"MIA",0.2,109,4.89,0.61,121,23,23,0,122.3,5,6,0,4.12,4.56,5.11,1.3,19.1,10,1.9,24,"DSTRAILY-R",1.01627790240843
68529,592229,"Dylan Covey",26,"CWS",0.2,109,4.86,0.59,102,27,21,6,121.7,5,14,0,5.18,5.99,4.39,1.49,16.8,9.6,1.8,17.5,"DCOVEY-R",1.02190454916711
57996,543339,"Daniel Hudson",31,"LAD",0.2,104,4.67,0.76,106,40,1,39,46,3,2,0,4.11,4.89,4.38,1.22,22.3,9.1,2.4,28.4,"DHUDSON-R",1.00665627444194
103743,656887,"Sean Reid-Foley",22,"TOR",0.1,89,3.98,0.88,97,7,7,0,33.3,2,4,0,5.13,6.21,4.96,1.56,28,14,2,29.1,"SREID-FOLEY-R",1.0099015962169
101060,622608,"Antonio Senzatela",23,"COL",0.1,112,5.02,0.64,111,23,13,10,90.3,6,6,0,4.38,4.48,4.17,1.37,17.7,7.7,2.3,20.9,"ASENZATELA-R",0.984811460924663
37412,429719,"Edwin Jackson",34,"OAK",0.1,118,5.27,0.7,122,17,17,0,92,6,3,0,3.33,3.62,4.65,1.22,17.8,9.7,1.8,20.6,"EJACKSON-R",0.972489737506367
68781,594902,"Ben Lively",26,"",0.1,112,5,0.9,115,10,5,5,30.3,0,3,0,5.64,5.64,4.87,1.85,18.6,10.3,1.8,20,"BLIVELY-R",0.99867915321331
103056,642547,"Freddy Peralta",22,"MIL",0.1,78,3.49,0.5,90,16,14,2,78.3,6,4,0,4.25,4.25,3.72,1.14,29.9,12.5,2.4,27,"FPERALTA-R",1.01712648574636
70778,596057,"Daniel Norris",25,"DET",0.1,98,4.39,0.93,102,11,8,3,44.3,0,5,0,5.68,5.68,4.63,1.47,25.5,9.5,2.7,24.2,"DNORRIS-L",0.992311270543788
108957,641778,"Eric Lauer",23,"SDG",0.1,106,4.76,0.64,105,23,23,0,112,6,7,0,4.34,4.9,4.51,1.54,19.8,9.1,2.2,20.6,"ELAUER-L",0.987273490652631
69156,542882,"Matt Andriese",28,"",0,94,4.19,0.52,92,41,5,36,78.7,3,7,0,5.26,5.83,4.69,1.39,22.9,7.4,3.1,25.7,"MANDRIESE-R",1.01057324962642
46827,458924,"Jonny Venters",33,"",0,103,4.61,0.63,90,50,1,49,34.3,5,2,3,3.67,3.93,3.45,1.22,18.6,11,1.7,24.5,"JVENTERS-L",1.01185240286914
58318,543359,"Dan Jennings",31,"MIL",0,111,4.97,0.66,102,72,1,71,64.3,4,5,1,3.22,3.78,4.09,1.38,16.6,8.5,2,19.8,"DJENNINGS-L",0.999988362099852
69516,605135,"Chris Bassitt",29,"OAK",0,106,4.76,0.71,107,11,7,4,47.7,2,3,0,3.02,3.97,3.98,1.24,20.1,9.3,2.2,17.4,"CBASSITT-R",0.990151745653412
52572,453178,"Ian Kennedy",33,"KAN",0,121,5.4,0.65,121,22,22,0,119.7,3,9,0,4.66,4.96,4.61,1.38,20.3,7.7,2.6,19.3,"IKENNEDY-R",1.03160370366053
102077,608665,"Kendall Graveman",27,"OAK",0,113,5.08,0.97,106,7,7,0,34.3,1,5,0,7.6,8.39,6.22,1.66,17.1,8.2,2.1,19.6,"KGRAVEMAN-R",1.02264383160424
47851,457915,"Javy Guerra",32,"MIA",0,107,4.77,0.92,103,32,0,32,35.7,1,1,1,5.55,6.81,4.2,1.51,18.5,7.4,2.5,19.5,"JGUERRA-R",1.01248069128406
70753,605164,"Dylan Bundy",25,"BAL",-0.1,101,4.53,0.63,104,31,31,0,171.7,8,16,0,5.45,6.08,5.17,1.41,24.5,7.2,3.4,26.9,"DBUNDY-R",1.03283754051606
102750,642098,"Glenn Sparkman",26,"KAN",-0.1,120,5.36,0.96,111,15,3,12,38.3,0,3,0,4.46,4.7,4.02,1.62,15.3,8.5,1.8,22,"GSPARKMAN-R",0.985932534202637
38551,434538,"Francisco Liriano",34,"DET",-0.1,128,5.73,0.72,117,27,26,1,133.7,5,12,0,4.58,5.66,5.11,1.5,18.8,12.5,1.5,25.4,"FLIRIANO-L",1.0220121525459
58667,533167,"Matt Shoemaker",31,"LAA",-0.1,94,4.21,0.78,94,7,7,0,31,2,2,0,4.94,4.94,3.35,1.26,25.4,7.7,3.3,28.8,"MSHOEMAKER-R",1.00307925439584
104002,645261,"Sandy Alcantara",22,"MIA",-0.1,105,4.72,0.8,109,6,6,0,34,2,3,0,3.44,3.44,4.75,1.41,20.5,15.8,1.3,27.1,"SALCANTARA-R",0.985331280761239
68702,592811,"Andrew Triggs",29,"OAK",-0.1,103,4.62,0.83,102,9,9,0,41.3,3,1,0,5.23,5.23,4.81,1.33,23.6,9.9,2.4,25.2,"ATRIGGS-R",1.00966302588493
58407,543475,"Jordan Lyles",27,"",-0.2,89,4,0.48,94,35,8,27,87.7,3,4,0,4.11,4.31,4.08,1.27,22.6,7.5,3,23.4,"JLYLES-R",0.993289696559277
103771,592499,"Artie Lewicki",26,"DET",-0.2,112,5.03,0.79,108,13,3,10,38.7,0,2,0,4.89,5.59,4.12,1.6,17.6,8.2,2.1,18.6,"ALEWICKI-R",1.01075190903109
103886,641571,"Heath Fillmyer",24,"KAN",-0.2,113,5.06,0.6,112,17,13,4,82.3,4,2,0,4.26,4.48,4.75,1.34,16.6,9.3,1.8,21.8,"HFILLMYER-R",0.989574169580941
67243,593423,"Frankie Montas",25,"OAK",-0.2,120,5.35,0.71,112,13,11,2,65,5,4,0,3.88,4.71,3.9,1.46,15.2,7.4,2,19.3,"FMONTAS-R",1.01242570185235
105384,596043,"Daniel Mengden",25,"OAK",-0.2,117,5.24,0.56,119,22,17,5,115.7,7,6,0,4.05,4.51,4.69,1.12,15.1,5.5,2.8,18.2,"DMENGDEN-R",1.01137890429221
103737,628333,"Odrisamer Despaigne",31,"",-0.2,108,4.83,0.66,108,19,5,14,39,2,3,0,6.69,7.85,4.31,1.82,18.6,10.1,1.8,25.7,"ODESPAIGNE-R",1.02656572656254
105394,656222,"Jalen Beeks",24,"",-0.3,109,4.9,0.76,103,14,1,13,50.7,5,1,0,5.51,5.51,4.64,1.5,18.8,10.8,1.8,26,"JBEEKS-L",1.00727908295281
67031,592468,"Nick Kingham",26,"PIT",-0.3,105,4.7,0.67,111,18,15,3,76,5,7,0,5.21,5.92,5.65,1.38,20.2,7.6,2.7,25.2,"NKINGHAM-R",1.039992086018
65851,518397,"Scott Alexander",28,"LAD",-0.3,102,4.58,0.6,89,73,1,72,66,2,1,3,3.68,3.82,3.57,1.27,20.9,10.1,2.1,27.3,"SALEXANDER-L",1.00619403524838
42750,448306,"James Shields",36,"CWS",-0.3,117,5.26,0.55,123,34,33,1,204.7,7,16,0,4.53,5.06,5.09,1.31,17.7,9,2,24.4,"JSHIELDS-R",1.01796023864321
100857,622382,"Gabriel Moya",23,"MIN",-0.3,115,5.16,0.92,111,35,6,29,36.3,3,1,0,4.71,4.71,4.76,1.32,19.5,8.2,2.4,21.6,"GMOYA-L",1.00723422589267
102187,623381,"Thomas Pannone",24,"TOR",-0.3,123,5.52,0.94,120,12,6,6,43,4,1,0,4.19,4.19,5.11,1.21,16,8.3,1.9,23.1,"TPANNONE-L",0.987862599319518
102438,640464,"Kohl Stewart",23,"MIN",-0.3,114,5.11,0.89,106,8,4,4,36.7,2,1,0,3.68,3.93,3.92,1.42,15.1,11.3,1.3,17.9,"KSTEWART-R",1.00063403927814
50167,502171,"Alex Cobb",30,"BAL",-0.3,114,5.11,0.6,108,28,28,0,152.3,5,15,0,4.9,5.49,4.8,1.41,15.4,6.5,2.4,17.7,"ACOBB-R",1.02724980152682
37595,462382,"Jim Johnson",35,"LAA",-0.3,116,5.18,0.74,108,62,1,61,63.3,5,3,2,3.84,5.4,4.68,1.36,16.8,8.2,2,17.6,"JJOHNSON-R",0.990683227320722
100577,621261,"Corey Oswalt",24,"NYM",-0.4,113,5.06,0.74,116,17,12,5,64.7,3,3,0,5.85,5.98,5.7,1.38,16,7.1,2.3,16.6,"COSWALT-R",1.02478879913116
106950,605488,"Jeffrey Springs",25,"TEX",-0.4,104,4.65,0.98,103,18,2,16,32,1,1,0,3.38,3.94,4.25,1.44,22,9.9,2.2,27.1,"JSPRINGS-L",1.00047519174465
59304,502624,"Chase Anderson",30,"MIL",-0.4,106,4.73,0.58,120,30,30,0,158,9,8,0,3.93,4.04,5.22,1.19,19.9,8.9,2.2,22.1,"CANDERSON-R",0.99196542340614
107058,664285,"Framber Valdez",24,"HOU",-0.4,105,4.69,0.84,95,8,5,3,37,4,1,0,2.19,2.43,4.65,1.24,22.1,15.6,1.4,22.9,"FVALDEZ-L",0.992313114908968
56197,518633,"Danny Duffy",29,"KAN",-0.4,121,5.44,0.75,117,28,28,0,155,8,12,0,4.88,4.99,4.7,1.49,20.4,10.1,2,23.4,"DDUFFY-L",1.02092130455814
71017,596001,"Jakob Junis",25,"KAN",-0.4,99,4.42,0.49,103,30,30,0,177,9,12,0,4.37,4.78,4.64,1.27,21.6,5.7,3.8,22.2,"JJUNIS-R",0.98941187263163
100067,571656,"Buck Farmer",27,"DET",-0.4,129,5.77,0.92,120,66,1,65,69.3,3,4,0,4.15,4.41,4.46,1.56,18.5,13.3,1.4,26.7,"BFARMER-R",1.00062088778056
59541,552640,"Andrew Kittredge",28,"TAM",-0.5,113,5.06,0.81,104,33,3,30,38.3,3,2,0,7.75,7.98,5.38,1.85,16.6,9.4,1.8,22.5,"AKITTREDGE-R",0.999676613315608
47865,461833,"Phil Hughes",32,"",-0.5,119,5.35,0.88,117,23,2,21,32.7,0,0,0,6.34,6.34,6.59,1.65,21.1,6.6,3.2,22.1,"PHUGHES-R",1.02291274322153
101222,622864,"Fernando Romero",23,"MIN",-0.5,115,5.16,0.72,111,11,11,0,55.7,3,3,0,4.69,5.01,4.35,1.42,18.2,7.7,2.4,23.7,"FROMERO-R",0.987729878756724
103054,642545,"Jaime Barria",21,"LAA",-0.5,114,5.1,0.6,118,26,26,0,129.3,10,9,0,3.41,3.48,4.58,1.27,18.2,8.8,2.1,24.5,"JBARRIA-R",0.976943976943315
99961,571863,"Matt Koch",27,"ARI",-0.5,124,5.56,0.65,123,19,14,5,86.7,5,5,0,4.15,4.47,5.83,1.27,13.9,6.1,2.3,15.9,"MKOCH-R",0.995243885130684
56278,521655,"Wilmer Font",28,"",-0.6,107,4.79,0.6,109,19,5,14,44,2,3,0,5.93,5.93,6.23,1.41,18.8,8.3,2.3,21.3,"WFONT-R",0.971460948359034
70988,607352,"Joe Biagini",28,"TOR",-0.6,122,5.47,0.84,109,50,4,46,72,4,7,0,6,6.25,5.47,1.67,16.2,7.3,2.2,20.6,"JBIAGINI-R",1.01770231724841
58507,543606,"Jake Odorizzi",28,"MIN",-0.6,110,4.93,0.62,113,32,32,0,164.3,7,10,0,4.49,4.87,4.19,1.34,22.8,9.8,2.3,24.8,"JODORIZZI-R",0.989491952055182
69614,606131,"Luis Perdomo",25,"SDG",-0.6,120,5.37,0.95,113,12,10,2,44.7,1,6,0,7.05,7.46,4.26,1.88,18,10.1,1.8,19.4,"LPERDOMO-R",1.02666960880868
46849,458690,"Chris Volstad",31,"CWS",-0.6,128,5.73,0.97,109,33,1,32,47.3,1,5,0,6.27,6.65,5.36,1.63,13.5,5.6,2.4,12.8,"CVOLSTAD-R",0.992398707858976
65855,518452,"Chad Bettis",29,"COL",-0.6,117,5.26,0.59,115,27,20,7,120.3,5,2,0,5.01,5.39,5.07,1.4,15.4,9.1,1.7,21.4,"CBETTIS-R",1.02395820134458
103318,643230,"Steven Brault",26,"PIT",-0.7,108,4.84,0.64,106,45,5,40,91.7,6,3,0,4.61,5.01,4.92,1.54,19.9,13.8,1.4,24.5,"SBRAULT-L",1.01989560870972
101105,622694,"Elieser Hernandez",23,"MIA",-0.7,130,5.81,0.87,131,32,6,26,65.7,2,7,0,5.21,5.21,5.29,1.45,15.8,9.5,1.7,21.4,"EHERNANDEZ-R",1.00991601091764
70881,607215,"Eric Skoglund",25,"KAN",-0.7,120,5.39,0.77,114,14,13,1,70,1,6,0,5.14,5.27,5.06,1.21,16.7,6.5,2.6,17,"ESKOGLUND-L",1.00998135959631
106565,656798,"Jacob Nix",22,"SDG",-0.8,132,5.9,1.02,124,9,9,0,42.3,2,5,0,7.02,7.02,5.83,1.54,11.1,6.8,1.6,15.1,"JNIX-R",0.997951075462614
67107,592717,"Aaron Sanchez",25,"TOR",-0.8,120,5.39,0.71,114,20,20,0,105,4,6,0,4.89,5.31,4.74,1.56,18.1,12.2,1.5,24.8,"ASANCHEZ-R",0.974975365025393
68444,547179,"Michael Lorenzen",26,"CIN",-0.8,111,4.99,0.59,108,45,3,42,81,4,2,1,3.11,3.56,4.16,1.38,15.7,9.9,1.6,16.6,"MLORENZEN-R",0.986687761908248
70957,607219,"Sal Romano",24,"CIN",-0.8,113,5.08,0.55,112,39,25,14,145.7,8,11,0,5.31,5.68,4.95,1.43,16.3,8.2,2,18.4,"SROMANO-R",1.01109205305464
59266,501985,"Mike Minor",30,"TEX",-0.9,102,4.57,0.55,107,28,28,0,157,12,8,0,4.18,4.36,4.43,1.12,20.6,5.9,3.5,22.4,"MMINOR-L",0.988110828026415
45612,456701,"Homer Bailey",32,"CIN",-0.9,119,5.32,0.71,114,20,20,0,106.3,1,14,0,6.09,6.94,5.55,1.64,15.2,6.7,2.3,19.5,"HBAILEY-R",1.03961029834158
50185,502212,"Austin Bibens-Dirkx",33,"TEX",-0.9,123,5.53,0.86,119,13,6,7,45,2,3,0,6.2,6.6,5.56,1.56,16.3,6.9,2.4,22.1,"ABIBENS-DIRKX-R",0.989718414719158
50175,502188,"Jeff Samardzija",33,"SFO",-1,134,6.02,1.08,132,10,10,0,44.7,1,5,0,6.25,6.45,5.44,1.63,14.5,12.6,1.2,20.8,"JSAMARDZIJA-R",1.03655113252692
66556,571800,"Drew Hutchison",27,"",-1,129,5.78,0.84,120,16,5,11,42.7,2,2,0,6.75,6.75,6.42,1.78,15.6,13.1,1.2,19.9,"DHUTCHISON-R",1.01593045738719
52353,450729,"Doug Fister",34,"TEX",-1,124,5.53,0.76,115,12,12,0,66,1,7,0,4.5,5.45,5.25,1.39,13.8,6.6,2.1,13.8,"DFISTER-R",0.998359379644095
70611,608334,"Carson Fulmer",24,"CWS",-1,140,6.26,1.4,130,9,8,1,32.3,2,4,0,8.07,8.91,7.27,1.89,17.7,14.6,1.2,18.3,"CFULMER-R",1.02150103453022
47078,460283,"Jerry Blevins",34,"NYM",-1.1,118,5.3,1.03,119,64,1,63,42.7,3,2,1,4.85,5.06,4.97,1.36,21.8,11.7,1.9,24.6,"JBLEVINS-L",1.00739431992176
103066,642558,"Ariel Jurado",22,"TEX",-1.1,135,6.07,0.9,119,12,8,4,54.7,5,5,0,5.93,5.93,5.01,1.54,9.1,7.5,1.2,10.4,"AJURADO-R",0.996420495950526
68471,572143,"Burch Smith",28,"KAN",-1.1,116,5.18,0.84,112,38,6,32,78,1,6,0,6.92,6.92,5.38,1.67,21.5,11.2,1.9,24.2,"BSMITH-R",1.02578236295261
70547,607188,"Jake Faria",24,"TAM",-1.1,140,6.27,0.87,131,17,12,5,65,4,4,0,5.4,5.4,5.08,1.43,17.8,11.7,1.5,20.2,"JFARIA-R",1.00383533824518
102793,642231,"Jimmy Yacabonis",26,"BAL",-1.1,110,4.9,0.87,111,12,7,5,40,0,2,0,5.4,5.63,5.84,1.45,18.6,10.2,1.8,24.8,"JYACABONIS-R",0.98096728806462
68307,598271,"Brian Johnson",27,"BOS",-1.1,110,4.91,0.68,108,38,13,25,99.3,4,5,0,4.17,4.44,4.68,1.43,20,8.8,2.3,21.5,"BJOHNSON-L",1.02077046229344
68624,592547,"Deck McGuire",29,"",-1.2,125,5.61,0.96,122,21,4,17,38,0,2,0,6.16,6.63,6.95,1.68,18.6,14.7,1.3,21.9,"DMCGUIRE-R",1.00563657470973
102652,641816,"Tyler Mahle",23,"CIN",-1.3,108,4.82,0.66,112,23,23,0,112,7,9,0,4.98,5.46,5.25,1.59,21.7,10.5,2.1,24.2,"TMAHLE-R",1.00660918876281
100909,622446,"Jefry Rodriguez",24,"WAS",-1.3,114,5.08,0.75,118,14,8,6,52,3,3,0,5.71,6.06,5.97,1.54,16.7,15.9,1.1,21,"JRODRIGUEZ-R",1.01756260204007
52032,458708,"Josh Tomlin",33,"CLE",-1.4,155,6.95,1.15,138,32,9,23,70.3,2,5,0,6.14,6.65,7.16,1.48,14.3,3.7,3.8,19.3,"JTOMLIN-R",1.04543155160008
36564,434628,"Jason Hammel",35,"KAN",-1.4,134,5.99,0.75,119,39,18,21,127,4,14,0,6.02,6.45,4.55,1.63,15.8,6.7,2.4,20.8,"JHAMMEL-R",1.01841725347478
100368,612434,"Miguel Castro",23,"BAL",-1.5,129,5.8,0.74,120,63,1,62,86.3,2,7,0,3.96,4.27,5.11,1.45,15.2,13.3,1.1,23.6,"MCASTRO-R",1.00076749566685
66570,571951,"Bryan Mitchell",27,"SDG",-1.6,143,6.41,0.88,127,16,11,5,73,2,4,0,5.42,5.55,6.11,1.75,11.3,12.8,0.9,15.1,"BMITCHELL-R",0.999251195307642
47591,451596,"Yovani Gallardo",32,"",-1.6,128,5.75,0.87,120,21,18,3,94.3,8,8,0,6.39,6.49,5.42,1.63,13.7,11.1,1.2,17.6,"YGALLARDO-R",1.00435204453479
68656,592644,"Adam Plutko",26,"CLE",-1.7,137,6.15,0.88,134,17,12,5,76.7,4,5,1,5.28,5.28,6.1,1.32,18.4,7.1,2.6,19,"APLUTKO-R",1.01243872892888
395,112526,"Bartolo Colon",45,"TEX",-1.8,129,5.77,0.6,122,28,24,4,146.3,7,12,0,5.78,5.97,5.47,1.35,12.9,4,3.2,12.6,"BCOLON-R",1.00859471163363
56742,502327,"Héctor Santiago",30,"CWS",-2,117,5.24,0.85,115,49,7,42,102,6,3,2,4.41,4.76,5.09,1.58,22.4,13,1.7,21,"HSANTIAGO-L",0.991968974650883
57473,519043,"Matt Moore",29,"TEX",-2.2,133,5.95,0.93,115,39,12,27,102,3,8,0,6.79,7.24,5.25,1.66,18.3,8.7,2.1,22,"MMOORE-L",1.03337681413724
68404,519141,"Drew Pomeranz",29,"BOS",-2.3,143,6.4,1.03,125,26,11,15,74,2,6,0,6.08,6.45,5.43,1.77,19.2,12.8,1.5,17.9,"DPOMERANZ-L",1.01671320964739
58241,543022,"Tyler Chatwood",28,"CUB",-2.4,133,5.97,0.76,126,24,20,4,103.7,4,6,0,5.3,5.38,5.6,1.8,17.5,19.5,0.9,22.2,"TCHATWOOD-R",1.01698350378819
58136,488768,"Andrew Cashner",31,"BAL",-2.4,142,6.36,0.75,127,28,28,0,153,4,15,0,5.29,5.71,5.32,1.58,14.5,9.5,1.5,17.2,"ACASHNER-R",1.01182875219713
103801,605276,"David Hess",24,"BAL",-2.5,128,5.75,0.76,126,21,19,2,103.3,3,10,0,4.88,5.57,5.8,1.38,16.3,8.1,2,19.1,"DHESS-R",0.99485314466521
100261,608337,"Lucas Giolito",23,"CWS",-2.5,135,6.05,0.69,127,32,32,0,173.3,10,13,0,6.13,6.39,5.56,1.48,16.1,11.6,1.4,21.6,"LGIOLITO-R",1.01695698745408
47658,462136,"Marco Estrada",34,"TOR",-3.1,161,7.2,1.01,142,28,28,0,143.7,7,14,0,5.64,5.7,5.44,1.43,16.4,8,2.1,23.3,"MESTRADA-R",0.998306629672544
