"bpid","mlbid","Name","Age","Team","WARP","DRA.","DRA","DRA.SD","cFIP","G","GS","GR","IP","W","L","SV","ERA","RA9","FIP","WHIP","K.","BB.","K.BB","Whiff.","sbid","SPR"
105425,656546,"Jeff Hoffman",28,"CIN",0.5,106,4.95,0.79,110,31,11,20,73,3,5,0,4.56,5.05,5.19,1.58,23.6,13.4,1.8,29.9,"JHOFFMAN",1.01851684460587
65751,519242,"Chris Sale",32,"BOS",0.5,96,4.46,1.02,90,9,9,0,42.7,5,1,0,3.16,4.01,3.68,1.34,28.4,6.6,4.3,27.7,"CSALE-L",0.993967064233925
108123,664192,"Joey Lucchesi",28,"NYM",0.5,95,4.42,0.84,95,11,8,3,38.3,1,4,0,4.46,4.7,3.4,1.17,26.1,7,3.7,23.8,"JLUCCHESI-L",0.999360806655307
47229,471911,"Carlos Carrasco",34,"NYM",0.5,103,4.77,0.72,104,12,12,0,53.7,1,5,0,6.04,6.54,5.22,1.43,21.1,7.6,2.8,27.4,"CCARRASCO",1.0199298313631
102639,641771,"Chad Kuhl",28,"PIT",0.5,108,5.02,0.73,110,28,14,14,80.3,5,7,0,4.82,5.6,5.31,1.43,21.5,12,1.8,27,"CKUHL",1.00599394736488
60625,571945,"Miles Mikolas",32,"STL",0.5,99,4.62,0.68,101,9,9,0,44.7,2,3,0,4.23,4.84,4.4,1.21,16.7,5.9,2.8,17.4,"MMIKOLAS",1.00112743311591
31734,425844,"Zack Greinke",37,"HOU",0.5,114,5.31,0.55,113,30,29,1,171,11,6,0,4.16,4.32,4.71,1.17,17.2,5.2,3.3,21.7,"ZGREINKE",1.00927793646895
102084,608723,"Austin Voth",29,"WAS",0.4,105,4.86,0.77,108,49,1,48,57.3,4,1,0,5.34,5.49,4.89,1.48,23.8,11.3,2.1,25.2,"AVOTH",1.00715817641937
101639,624522,"Keegan Thompson",26,"CUB",0.4,104,4.81,0.8,107,32,6,26,53.3,3,3,1,3.38,3.71,5.15,1.48,22.6,12.8,1.8,23.8,"KTHOMPSON",1.00649764874861
105936,663559,"Bailey Falter",24,"PHI",0.4,93,4.32,0.77,97,22,1,21,33.7,2,1,0,5.61,5.61,3.79,1.19,24.5,4.3,5.7,23.3,"BFALTER-L",1.00144707684254
108765,642203,"Taylor Widener",26,"ARI",0.4,108,5.02,0.73,114,23,13,10,70.3,2,1,0,4.35,4.86,5.56,1.45,22.9,11.6,2,23.5,"TWIDENER",0.996277050455642
54159,455119,"Chris Martin",35,"ATL",0.4,100,4.66,0.76,97,46,0,46,43.3,2,4,1,3.95,4.15,3.47,1.27,18.2,3.3,5.5,21.1,"CMARTIN",1.01285154369501
108959,669674,"Sammy Long",25,"SFO",0.4,100,4.65,0.82,103,12,5,7,40.7,2,1,0,5.53,5.98,4.22,1.28,21.6,8.5,2.5,21.4,"SLONG-L",0.998235778210806
99616,543056,"Danny Coulombe",31,"MIN",0.4,97,4.5,0.78,94,29,1,28,34.3,3,2,0,3.67,4.46,3.75,1.22,23.7,5,4.7,23.9,"DCOULOMBE-L",1.00272812378375
58453,489119,"Wade Miley",34,"CIN",0.4,115,5.34,0.62,106,28,28,0,163,12,7,0,3.37,3.53,3.96,1.33,18.1,7.2,2.5,24.1,"WMILEY-L",0.981825415591678
50704,501381,"Michael Pineda",32,"MIN",0.4,113,5.25,0.7,111,22,21,1,109.3,9,8,0,3.62,4.03,4.21,1.23,19.2,4.6,4.2,22.1,"MPINEDA",0.993466064292121
109127,641743,"Anthony Kay",26,"TOR",0.4,99,4.61,0.87,99,11,5,6,33.7,1,2,0,5.61,5.88,5.42,1.66,25,11.5,2.2,25.9,"AKAY-L",0.997549837198742
70753,605164,"Dylan Bundy",28,"LAA",0.3,112,5.21,0.74,112,23,19,4,90.7,2,9,0,6.06,6.35,5.51,1.36,21.2,8.6,2.5,23.1,"DBUNDY",1.00442174190943
105642,621114,"Ryan Burr",27,"CWS",0.3,102,4.72,0.83,98,34,1,33,36.7,2,1,0,2.45,2.7,4.23,1.34,21.9,13.9,1.6,23.8,"RBURR",1.00149608689841
109459,656232,"Brandon Bielak",25,"HOU",0.3,107,4.95,0.81,106,28,2,26,50,3,4,1,4.5,5.22,4.07,1.38,21.1,9.6,2.2,25.4,"BBIELAK",1.00929208916156
69756,606303,"Joel Payamps",27,"",0.3,106,4.95,0.63,107,37,1,36,50.3,1,3,0,3.4,3.93,4.1,1.15,18.5,6.8,2.7,22.9,"JPAYAMPS",0.996944953548302
104804,656548,"Jordan Holloway",25,"MIA",0.3,102,4.72,0.97,106,13,4,9,36,2,3,0,4,4.75,4.42,1.36,22.8,16.5,1.4,27.2,"JHOLLOWAY",1.01001267460448
104921,657024,"Erik Swanson",27,"SEA",0.3,101,4.69,0.87,106,33,2,31,35.3,0,3,1,3.31,4.58,3.96,1.08,24.3,6.9,3.5,27.6,"ESWANSON",1.00723938757696
65947,542881,"Tyler Anderson",31,"",0.3,116,5.37,0.56,113,31,31,0,167,7,11,0,4.53,4.69,4.36,1.25,19.1,5.4,3.5,23.3,"TANDERSON-L",0.991978469342837
106928,622098,"Drew Smith",27,"NYM",0.3,105,4.88,0.88,111,31,1,30,41.3,3,1,0,2.4,2.83,4.69,1.06,24.8,9.7,2.6,29.1,"DSMITH",1.00773644928992
106074,660813,"Brusdar Graterol",22,"LAD",0.3,102,4.74,0.72,98,34,1,33,33.3,3,0,0,4.59,4.86,3.95,1.41,18,8.7,2.1,19,"BGRATEROL",1.0010550175651
109135,666200,"Jesús Luzardo",23,"",0.3,113,5.27,0.73,109,25,18,7,95.3,6,9,0,6.61,6.89,5.47,1.62,22.4,11,2,29.6,"JLUZARDO-L",1.0191164556882
70885,592716,"Adrian Sampson",29,"CUB",0.3,104,4.84,0.74,106,10,5,5,35.3,1,2,0,2.8,3.82,5.71,1.08,19.3,5.5,3.5,21.5,"ASAMPSON",0.996208787572774
108272,666205,"Kyle Muller",23,"ATL",0.3,105,4.89,0.79,106,9,8,1,36.7,2,4,0,4.17,4.17,3.66,1.25,23.9,12.9,1.9,31.4,"KMULLER-L",0.992651677075756
107169,622065,"Alex Young",27,"",0.3,110,5.09,0.69,107,40,2,38,52,2,6,0,6.58,7.44,6.24,1.77,17.5,11,1.6,27.1,"AYOUNG-L",1.00730711794197
67107,592717,"Aaron Sanchez",28,"SFO",0.3,106,4.9,0.81,106,9,7,2,35.3,1,1,0,3.06,3.06,4.04,1.33,16.7,9.6,1.7,20.6,"ASANCHEZ",1.00515812584698
122051,680686,"Josiah Gray",23,"",0.2,113,5.25,0.81,118,14,13,1,70.7,2,2,0,5.48,5.6,6,1.36,24.8,10.7,2.3,30.4,"JGRAY",1.01443822198857
107737,643290,"Justin Dunn",25,"SEA",0.2,111,5.13,0.91,116,11,11,0,50.3,1,3,0,3.75,3.75,4.74,1.31,22.5,13.3,1.7,24.9,"JDUNN",1.00246526946845
104816,656605,"Mitch Keller",25,"PIT",0.2,115,5.34,0.81,108,23,23,0,100.7,5,11,0,6.17,6.17,4.3,1.79,19.6,10.4,1.9,20.5,"MKELLER",1.00946707275197
70342,547001,"Cody Poteet",26,"MIA",0.2,105,4.9,0.89,112,7,7,0,30.7,2,3,0,4.99,4.99,5.61,1.34,24.2,12.1,2,24.1,"CPOTEET",1.00393879343801
100151,545343,"Louis Head",31,"TAM",0.2,108,5,0.81,112,27,2,25,35,2,0,0,2.31,2.57,3.11,0.86,23.9,6.7,3.6,25.5,"LHEAD",0.998829019015
107143,663765,"Jake Woodford",24,"STL",0.2,113,5.27,0.7,114,26,8,18,67.7,3,4,0,3.99,4.26,4.5,1.34,17.1,8.5,2,20.4,"JWOODFORD",0.995745840821749
102011,571510,"Matthew Boyd",30,"DET",0.2,115,5.33,0.82,110,15,15,0,78.7,3,8,0,3.89,4.23,4.1,1.27,19.9,6.8,2.9,22.6,"MBOYD-L",1.00196846490314
58507,543606,"Jake Odorizzi",31,"HOU",0.2,116,5.39,0.72,116,24,23,1,104.7,6,7,0,4.21,4.39,4.48,1.25,20.6,7.7,2.7,22,"JODORIZZI",1.0020075415431
110517,676840,"Matt Peacock",27,"ARI",0.2,115,5.36,0.67,105,35,8,27,86.3,5,7,0,4.9,5.73,4.97,1.56,13,7.3,1.8,17.9,"MPEACOCK",0.99315933498429
101459,623485,"Ashton Goudeau",28,"",0.2,109,5.05,0.68,109,16,1,15,34.3,2,1,0,4.19,4.19,5.06,1.19,15.6,12.1,1.3,18.9,"AGOUDEAU",1.00067241162047
57286,474463,"Brett Anderson",33,"MIL",0.2,116,5.39,0.66,105,24,24,0,96,4,9,0,4.22,4.88,4.39,1.35,14.2,6.8,2.1,16.8,"BANDERSON-L",1.0174805007544
106041,656457,"Tyler Gilbert",27,"ARI",0.2,111,5.17,0.78,112,9,6,3,40,2,2,0,3.15,3.83,4.27,1.03,15.9,8.3,1.9,16.9,"TGILBERT-L",0.999782511422594
107170,663465,"Kolby Allard",23,"TEX",0.2,117,5.43,0.71,113,32,17,15,124.7,3,12,0,5.41,5.78,5.36,1.28,19.5,5.8,3.4,19.9,"KALLARD-L",0.997255418720531
104799,656529,"Sam Hentges",24,"CLE",0.2,115,5.34,0.81,100,30,12,18,68.7,1,4,0,6.68,7.08,4.48,1.78,21.4,10.1,2.1,24.1,"SHENTGES-L",1.00193989387881
100727,622092,"Kyle Zimmer",29,"KAN",0.2,114,5.29,0.8,109,52,2,50,54,4,1,2,5,5.33,4.82,1.41,20.6,13.5,1.5,24.9,"KZIMMER",1.00250221293311
68391,518774,"Matt Harvey",32,"BAL",0.1,117,5.46,0.68,108,28,28,0,127.7,6,14,0,6.27,6.77,4.6,1.54,16.3,6.4,2.6,18.9,"MHARVEY",1.01036048879605
59626,571578,"Patrick Corbin",31,"WAS",0.1,118,5.49,0.67,112,31,31,0,171.7,9,16,0,5.82,5.98,5.4,1.47,19,8,2.4,25.1,"PCORBIN-L",1.00865002166164
52691,453562,"Jake Arrieta",35,"",0.1,118,5.46,0.73,113,24,24,0,98.7,5,14,0,7.39,8.3,6.17,1.77,17.7,9.4,1.9,18.2,"JARRIETA",1.03047138270827
60655,572070,"Garrett Richards",33,"BOS",0.1,118,5.5,0.64,108,40,22,18,136.7,7,8,3,4.87,5.66,4.72,1.6,18.6,9.7,1.9,22.4,"GRICHARDS",1.01459039558474
47850,448855,"Junior Guerra",36,"LAA",0.1,118,5.47,0.88,111,41,1,40,65.3,5,2,0,6.06,6.2,4.74,1.73,19.9,15,1.3,27.3,"JGUERRA",0.998663452728174
31607,429722,"Ervin Santana",38,"KAN",0,118,5.49,0.83,114,38,2,36,65.3,2,2,0,4.68,4.82,4.47,1.33,18.8,7.9,2.4,24.8,"ESANTANA",0.998129113023856
111294,656288,"Griffin Canning",25,"LAA",0,119,5.51,0.94,116,14,13,1,62.7,5,4,0,5.6,5.89,5.48,1.48,22.4,10.1,2.2,30.3,"GCANNING",1.01537827890203
109826,676596,"Josh Fleming",25,"TAM",0,119,5.54,0.6,107,26,11,15,104.3,10,8,1,5.09,5.18,4.27,1.35,14.5,6.9,2.1,19.5,"JFLEMING-L",1.01453505954058
109128,666129,"Braxton Garrett",23,"MIA",0,119,5.52,1.17,110,8,7,1,34,1,2,0,5.03,5.29,4.37,1.82,20.1,12.6,1.6,21.8,"BGARRETT-L",1.00918589366844
59304,502624,"Chase Anderson",33,"PHI",0,119,5.54,0.94,121,14,9,5,48,2,4,0,6.75,6.75,5.85,1.48,16.3,9.3,1.8,23.7,"CANDERSON",1.00656918859985
70552,607231,"John Gant",28,"",0,120,5.56,0.6,116,39,21,18,110,5,11,0,4.09,4.58,4.78,1.51,18.7,14.5,1.3,24.3,"JGANT",0.99947715858309
109005,670912,"Johan Oviedo",23,"STL",0,120,5.56,0.75,117,14,13,1,62.3,0,5,0,4.91,5.63,5.27,1.57,17.7,12.8,1.4,26.1,"JOVIEDO",1.02290832399496
110406,669212,"Eli Morgan",25,"CLE",0,120,5.57,0.91,118,18,18,0,89.3,5,7,0,5.34,5.44,5.14,1.25,21.4,5.8,3.7,22.9,"EMORGAN",1.01098930630702
110582,668676,"Zach Plesac",26,"CLE",0,120,5.57,0.64,117,25,25,0,142.7,10,6,0,4.67,4.98,4.72,1.2,16.7,5.7,2.9,23.2,"ZPLESAC",1.00808271789051
106125,621368,"Taylor Hearn",26,"TEX",0,120,5.58,0.77,114,42,11,31,104.3,6,6,0,4.66,5,4.82,1.32,20.9,9.5,2.2,23.1,"THEARN-L",1.00305502820601
57473,519043,"Matt Moore",32,"PHI",-0.2,124,5.75,0.9,119,24,13,11,73,2,4,0,6.29,6.66,5.76,1.59,18.9,11.4,1.7,22,"MMOORE-L",0.994041144485013
109108,669060,"Bryse Wilson",23,"",-0.2,124,5.78,0.63,124,16,16,0,74,3,7,0,5.35,5.47,5.49,1.45,14.3,6.8,2.1,19.4,"BWILSON",1.00473062449702
114683,663460,"Kris Bubic",23,"KAN",-0.2,122,5.69,0.72,114,29,20,9,130,6,7,0,4.43,4.64,5.14,1.38,20.5,10.6,1.9,23.5,"KBUBIC-L",0.992142014535638
102632,641745,"Brad Keller",25,"KAN",-0.2,123,5.7,0.79,109,26,26,0,133.7,8,12,0,5.39,5.99,4.72,1.66,19.6,10.4,1.9,22.4,"BKELLER",1.01718542734837
111185,677976,"Randy Dobnak",26,"MIN",-0.2,128,5.95,0.93,113,14,6,8,50.7,1,7,1,7.64,7.82,5.69,1.54,11.8,5.3,2.3,17.5,"RDOBNAK",1.00101692894695
70977,605200,"Zach Davies",28,"CUB",-0.2,122,5.69,0.63,119,32,32,0,148,6,12,0,5.78,6.02,5.44,1.6,17.1,11.2,1.5,22.5,"ZDAVIES",1.01317148039559
108952,668820,"Max Kranick",23,"PIT",-0.2,131,6.08,1.05,122,9,9,0,38.7,2,3,0,6.28,6.52,4.64,1.71,17.6,10.4,1.7,26,"MKRANICK",0.999961725339423
108611,642092,"Riley Smith",26,"ARI",-0.2,126,5.87,0.79,119,24,6,18,67.3,1,4,1,6.01,6.15,4.88,1.5,12,5,2.4,13.7,"RSMITH",1.02157770732531
51959,453281,"Wade LeBlanc",36,"",-0.3,131,6.07,0.79,125,18,9,9,49,0,2,0,4.41,4.41,5.39,1.49,13.1,7.7,1.7,20.5,"WLEBLANC-L",1.00316938548872
141384,660365,"Hyeon-Jong Yang",33,"TEX",-0.3,135,6.28,1.18,121,12,4,8,35.3,0,3,0,5.6,6.11,6.51,1.64,15.6,10,1.6,20.1,"HYANG-L",0.997823958179519
108966,666159,"Matt Manning",23,"DET",-0.3,127,5.89,0.75,116,18,18,0,85.3,4,7,0,5.8,6.22,4.62,1.51,14.8,8.6,1.7,16.8,"MMANNING",1.01354417310626
108818,669211,"Keegan Akin",26,"BAL",-0.3,126,5.87,0.88,117,24,17,7,95,2,10,0,6.63,6.63,5.09,1.58,19.2,9.4,2,21.8,"KAKIN-L",1.00855227959075
125864,663804,"Jackson Kowar",24,"KAN",-0.5,154,7.16,1.73,126,9,8,1,30.3,0,6,0,11.27,11.27,6.43,2.08,18.8,13,1.4,24.3,"JKOWAR",1.02579794414839
106550,663734,"Nick Neidert",24,"MIA",-0.5,145,6.75,1.08,139,8,7,1,35.7,1,2,0,4.54,4.54,5.8,1.51,13.4,14.6,0.9,18.5,"NNEIDERT",0.998871270464141
106791,642028,"Josh Rogers",26,"WAS",-0.5,146,6.79,1.24,135,6,6,0,35.7,2,2,0,3.28,3.28,5.83,1.29,14.6,9.3,1.6,18.4,"JROGERS-L",1.00122185833789
105477,663531,"Logan Allen",24,"CLE",-0.6,140,6.52,1.2,122,14,11,3,50.3,2,7,0,6.26,6.97,6.05,1.49,16.7,7.7,2.2,19,"LALLEN-L",1.01853597484135
143009,685503,"Kohei Arihara",28,"TEX",-0.6,147,6.81,1.34,131,10,10,0,40.7,2,4,0,6.64,6.86,6.76,1.43,13.5,7.3,1.8,18.3,"KARIHARA",1.01469878437926
108953,665152,"Dean Kremer",25,"BAL",-0.6,140,6.52,1.14,131,13,13,0,53.7,0,7,0,7.55,7.71,6.99,1.64,19.2,10.2,1.9,20.4,"DKREMER",1.01289581199077
68656,592644,"Adam Plutko",29,"BAL",-0.7,144,6.7,1.16,135,38,1,37,56.3,1,2,1,6.71,6.87,7.13,1.63,17.3,10.6,1.6,24.3,"APLUTKO",1.00077337745381
104943,657093,"Spenser Watkins",28,"BAL",-0.9,150,6.98,1.11,131,16,10,6,54.7,2,7,0,8.07,8.23,6.37,1.7,13.7,7.5,1.8,18,"SWATKINS",1.02218294166011
108934,608344,"Cole Irvin",27,"OAK",-0.9,129,6.01,0.78,116,32,32,0,178.3,10,15,0,4.24,4.74,4.3,1.33,16.3,5.5,3,19.4,"CIRVIN-L",1.00937041409277
68759,594835,"Marco Gonzales",29,"SEA",-0.9,132,6.12,0.81,130,25,25,0,143.3,10,6,0,3.96,4.02,5.27,1.17,18.5,7.2,2.6,20.5,"MGONZALES-L",0.986629283821071
109397,656212,"Charlie Barnes",25,"MIN",-0.9,170,7.91,1.53,133,9,8,1,38,0,3,0,5.92,6.39,5.06,1.63,11.4,9.1,1.3,16.1,"CBARNES-L",0.992541010681647
108937,643377,"Griffin Jax",26,"MIN",-1,142,6.59,0.98,132,18,14,4,82,4,5,0,6.37,6.8,6.47,1.35,18.1,8.1,2.2,21.3,"GJAX",1.00278035053096
58407,543475,"Jordan Lyles",30,"TEX",-1.1,131,6.07,0.73,122,32,30,2,180,10,13,0,5.15,5.2,5.34,1.39,19,7.3,2.6,23.7,"JLYLES",1.00315583837413
108755,649144,"Alexander Wells",24,"BAL",-1.1,169,7.83,1.49,139,11,8,3,42.7,2,3,0,6.75,6.75,6.33,1.62,13.2,8.1,1.6,16.4,"AWELLS-L",1.00944747447832
45548,452657,"Jon Lester",37,"",-1.2,136,6.31,0.65,122,28,28,0,141.3,7,6,0,4.71,5.35,5.41,1.51,14.5,8.8,1.7,20.3,"JLESTER-L",1.00582378010695
127265,663738,"Daniel Lynch",24,"KAN",-1.4,158,7.33,1.16,126,15,15,0,68,4,6,0,5.69,6.09,4.81,1.63,17.7,10,1.8,25.8,"DLYNCH-L",0.994844098160552
46084,457918,"J.A. Happ",38,"",-1.8,142,6.6,0.76,125,30,30,0,152.3,10,8,0,5.79,5.91,5.13,1.48,18.2,7.2,2.5,19.5,"JHAPP-L",1.03173829013894
60448,572971,"Dallas Keuchel",33,"CWS",-2.5,148,6.89,0.83,122,32,30,2,162,9,9,0,5.28,5.83,5.22,1.53,13.2,8.2,1.6,21,"DKEUCHEL-L",1.03607028467218
