bpid,mlbid,Name,Age,Team,WARP,DRA-,DRA,DRA SD,cFIP,G,GS,GR,IP,W,L,SV,ERA,RA9,FIP,WHIP,K%,BB%,K/BB,Whiff%
65810,502211,Mike Bolsinger,29,TOR,-0.3,103,4.85,0.9,102,11,5,6,41.3,0,3,0,6.31,6.97,6.28,1.81,19.9,13.8,1.4,20.6
68419,534910,Jesse Hahn,27,OAK,-0.3,116,5.45,0.86,106,14,13,1,69.7,3,6,0,5.3,5.94,3.62,1.51,17.4,8.5,2,18
99938,572750,Eddie Butler,26,CHC,-0.3,124,5.81,0.86,121,13,11,2,54.7,4,3,0,3.95,3.95,4.66,1.43,12.7,11.8,1.1,17.3
60619,571901,Aaron Loup,29,TOR,-0.3,88,4.14,0.66,88,70,0,70,57.7,2,3,0,3.75,4.21,3.66,1.53,24.2,10.9,2.2,23.5
56333,518715,Cory Gearrin,31,SF,-0.3,92,4.3,0.57,98,68,0,68,68,4,3,0,1.99,2.12,3.89,1.25,22.5,12.3,1.8,28.5
99821,571927,Steven Matz,26,NYM,-0.3,115,5.4,0.77,107,13,13,0,66.7,2,7,0,6.08,6.21,5.05,1.53,16.1,6.4,2.5,18.2
51354,493200,Seunghwan Oh,34,STL,-0.4,111,5.2,0.85,113,62,0,62,59.3,1,6,20,4.1,4.7,4.44,1.4,20.5,5.7,3.6,27.2
47865,461833,Phil Hughes,31,MIN,-0.4,146,6.88,1.27,129,14,9,5,53.7,4,3,0,5.87,6.37,5.43,1.58,15.6,5.3,2.9,15.3
50094,502026,Jeremy Jeffress,29,,-0.4,101,4.74,0.6,98,61,1,60,65.3,5,2,0,4.68,4.82,5.24,1.64,17.3,11.5,1.5,24
639,424144,Oliver Pérez,35,WSH,-0.4,82,3.87,0.72,93,50,0,50,33,0,0,1,4.64,4.64,3.82,1.33,27.3,8.4,3.3,24.1
47658,462136,Marco Estrada,33,TOR,-0.4,116,5.43,0.72,114,33,33,0,186,10,9,0,4.98,5.03,4.61,1.38,21.8,8.8,2.5,24.3
70636,608371,Lucas Sims,23,ATL,-0.4,113,5.3,0.85,113,14,10,4,57.7,3,6,0,5.62,5.77,5.07,1.51,17.3,9,1.9,20.6
38551,434538,Francisco Liriano,33,,-0.4,120,5.64,0.77,111,38,18,20,97,6,7,0,5.66,6.12,4.64,1.63,19.4,12.1,1.6,24.7
66639,572831,Josh Edgin,30,NYM,-0.4,101,4.77,0.79,105,46,0,46,37,0,1,1,3.65,3.89,4.62,1.54,16.3,10.8,1.5,22
58984,547749,Junichi Tazawa,31,MIA,-0.4,120,5.64,0.86,119,55,0,55,55.3,3,5,0,5.69,5.69,4.96,1.39,16,9.2,1.7,19.1
35863,433586,Santiago Casilla,36,OAK,-0.4,96,4.5,0.66,100,63,0,63,59,4,5,16,4.27,4.42,4.41,1.36,22,8.5,2.6,27.2
59639,571666,Mike Fiers,32,HOU,-0.4,107,5.05,0.61,107,29,28,1,153.3,8,10,0,5.22,5.58,5.43,1.43,21.8,9.2,2.4,21.5
50837,501563,Simon Castro,29,OAK,-0.4,101,4.77,0.93,106,26,0,26,37,1,3,0,4.38,4.86,5.02,1.24,22.9,9.2,2.5,18.1
59345,519322,Drew Storen,29,CIN,-0.4,98,4.58,0.71,101,58,0,58,54.7,4,2,1,4.45,5.27,4.88,1.46,19.5,9.3,2.1,19.4
58436,519008,T.J. McFarland,28,ARI,-0.4,123,5.76,0.81,104,43,1,42,54,4,5,0,5.33,7,4.1,1.52,12,7.1,1.7,15.6
101728,625643,Reynaldo López,23,CWS,-0.4,127,5.99,0.91,123,8,8,0,47.7,3,3,0,4.72,5.48,4.75,1.32,14.5,6.8,2.1,18.6
67764,594840,Matt Grace,28,WSH,-0.5,100,4.69,0.64,97,40,1,39,50,1,0,2,4.32,4.5,3.96,1.36,14.4,8.4,1.7,16.9
50185,502212,Austin Bibens-Dirkx,32,TEX,-0.5,127,5.97,0.77,123,24,6,18,69.3,5,2,0,4.67,4.67,5.68,1.36,12.7,6.7,1.9,20.8
51927,453172,Jared Hughes,31,MIL,-0.5,96,4.52,0.59,93,67,0,67,59.7,5,3,1,3.02,3.17,3.93,1.22,19.7,9.8,2,27
49127,450308,Jered Weaver,34,SD,-0.5,131,6.17,0.93,126,9,9,0,42.3,0,5,0,7.44,8.72,8.12,1.49,12,6.3,1.9,18.7
100731,622097,Jake Thompson,23,PHI,-0.5,101,4.77,0.8,104,11,8,3,46.3,3,2,0,3.88,5.24,5.92,1.55,16.7,10.5,1.6,19.4
40375,445060,Ricky Nolasco,34,LAA,-0.5,127,5.98,0.7,117,33,33,0,181,6,15,0,4.92,5.07,5.1,1.45,18.2,7.4,2.5,25.3
69644,606167,Adalberto Mejía,24,MIN,-0.5,124,5.84,0.85,112,21,21,0,98,4,7,0,4.5,4.78,4.65,1.57,19.2,9.9,1.9,23.5
70762,596112,Robert Stephenson,24,CIN,-0.5,94,4.43,0.69,102,25,11,14,84.7,5,6,1,4.68,5.53,4.92,1.58,22.5,13.8,1.6,29.5
31476,430912,Matt Cain,32,SF,-0.5,137,6.46,0.82,120,27,23,4,124.3,3,11,0,5.43,6.15,5.06,1.66,13.2,8.6,1.5,12.6
68099,596271,Casey Lawrence,29,,-0.5,99,4.64,0.69,97,27,2,25,55.3,2,3,0,6.34,6.67,5.27,1.84,19.7,9.5,2.1,25.2
67243,593423,Frankie Montas,24,OAK,-0.5,102,4.81,1.05,107,23,0,23,32,1,1,0,7.03,7.03,7.13,1.84,23.7,13.2,1.8,27.1
66008,545363,Jacob Turner,26,WSH,-0.5,121,5.67,0.89,118,18,2,16,39,2,3,0,5.08,5.31,5.88,1.49,13.5,8.8,1.5,14.7
51434,493603,Adam Ottavino,31,COL,-0.6,92,4.34,0.93,100,63,0,63,53.3,2,3,0,5.06,5.06,5.16,1.63,25.9,16,1.6,28.5
51845,491624,César Valdez,32,,-0.6,121,5.69,0.93,111,11,4,7,30.7,1,1,0,7.63,8.51,5.93,1.7,15,7.9,1.9,24.1
105425,656546,Jeff Hoffman,24,COL,-0.6,103,4.86,0.65,106,23,16,7,99.3,6,5,0,5.89,5.98,4.8,1.47,18.6,9.1,2,19.5
71098,607536,Kyle Freeland,24,COL,-0.6,114,5.35,0.63,106,33,28,5,156,11,11,0,4.1,4.5,4.57,1.49,15.6,9.2,1.7,18.1
17096,276351,Jason Grilli,40,,-0.6,94,4.41,0.76,105,46,0,46,40,2,5,1,6.3,6.75,6.08,1.6,26.1,9.8,2.7,25.8
47850,448855,Junior Guerra,32,MIL,-0.6,113,5.32,0.85,119,21,14,7,70.3,1,4,0,5.12,5.63,6.58,1.48,21.3,13.7,1.6,27
68743,594742,Alec Asher,25,BAL,-0.6,126,5.91,0.86,122,24,6,18,60,2,5,0,5.25,5.4,5.26,1.4,17.7,8.7,2,21.2
101403,623395,Brian Ellington,26,MIA,-0.6,111,5.23,1.06,113,42,0,42,44.7,1,1,0,7.25,7.86,5.8,1.86,21.9,16,1.4,29
106487,664641,Aríel Miranda,28,SEA,-0.7,119,5.59,0.69,125,31,29,2,160,8,7,0,5.12,5.23,5.73,1.27,20.2,9.3,2.2,25.9
67107,592717,Aaron Sanchez,24,TOR,-0.7,142,6.7,1.26,123,8,8,0,36,1,3,0,4.25,6,5.74,1.72,14.4,12,1.2,16.1
43010,434672,Chris Smith,36,OAK,-0.7,148,6.98,1.11,135,14,9,5,55.7,0,4,0,6.79,7.28,7.02,1.47,12.4,8.8,1.4,21
70361,571948,Hoby Milner,26,PHI,-0.7,100,4.72,0.85,106,37,0,37,31.3,0,0,0,2.01,2.01,4.5,1.47,15.8,11.5,1.4,23.4
70497,605538,Matt Wisler,24,ATL,-0.7,119,5.62,0.91,118,20,1,19,32.3,0,1,0,8.35,8.63,5.2,1.73,14.4,8.5,1.7,21.5
51190,491703,Neftalí Feliz,29,,-0.8,109,5.14,0.7,115,49,0,49,46,2,5,8,5.48,6.46,5.66,1.37,18.9,11.7,1.6,25.3
100211,599683,Warwick Saupold,27,DET,-0.8,116,5.45,0.93,115,45,0,45,62.7,3,2,0,4.88,5.17,5.39,1.52,15.7,11.1,1.4,18.5
37412,429719,Edwin Jackson,33,,-0.8,111,5.21,0.81,113,16,13,3,76,5,6,0,5.21,6.28,6.14,1.51,17.7,8.6,2.1,23.2
45578,434671,Aníbal Sánchez,33,DET,-0.8,107,5.02,0.81,102,28,17,11,105.3,3,7,0,6.41,6.92,5.33,1.59,21.6,6,3.6,23.8
58195,474699,Vance Worley,29,MIA,-0.9,128,6.01,0.87,112,24,12,12,71.7,2,6,1,6.91,7.03,4.9,1.8,15,9,1.7,13.9
101170,622766,Miguel Diaz,22,SD,-0.9,120,5.65,0.91,121,31,3,28,41.7,1,1,0,7.34,7.56,7.02,1.66,17.2,13,1.3,21.6
47591,451596,Yovani Gallardo,31,SEA,-0.9,129,6.05,0.72,121,28,22,6,130.7,5,10,1,5.72,5.79,5.53,1.52,16.3,10.4,1.6,20.8
106502,621058,Andrew Moore,23,SEA,-0.9,140,6.56,1,136,11,9,2,59,1,5,0,5.34,5.49,5.65,1.15,12.8,3.3,3.9,17.3
33059,444520,Craig Breslow,36,,-1,119,5.58,0.86,116,37,0,37,35.3,1,1,0,5.09,5.35,4.69,1.56,14.5,8.8,1.6,14.1
58356,543408,Tom Koehler,31,,-1,121,5.69,0.81,116,27,13,14,72.7,1,7,0,6.69,6.81,6.05,1.62,18.6,10.5,1.8,22
65853,518445,Chad Bell,28,DET,-1,115,5.41,0.82,107,28,4,24,62.3,0,3,0,6.93,7.07,5.47,1.8,19.5,10.6,1.8,21.2
52572,453178,Ian Kennedy,32,KC,-1,117,5.49,0.71,119,30,30,0,154,5,13,0,5.38,5.79,5.61,1.32,20,9.3,2.1,22.5
5034,285079,R.A. Dickey,42,ATL,-1.1,111,5.22,0.54,108,31,31,0,190,10,10,0,4.26,4.69,4.72,1.37,16.7,8.2,2,20.8
70778,596057,Daniel Norris,24,DET,-1.1,117,5.49,0.8,106,22,18,4,101.7,5,8,0,5.31,5.67,4.39,1.61,18.7,9.6,2,22.8
702,276520,Bronson Arroyo,40,CIN,-1.1,137,6.46,1,131,14,14,0,71,3,6,0,7.35,7.48,6.99,1.59,14,5.9,2.4,17.5
67154,592879,Asher Wojciechowski,28,CIN,-1.1,100,4.68,0.79,104,25,8,17,62.3,4,3,0,6.5,6.93,5.18,1.44,22.9,6.8,3.4,23.2
50538,503449,Wily Peralta,28,MIL,-1.1,112,5.27,0.85,110,19,8,11,57.3,5,4,0,7.85,8.01,5.34,1.83,19.3,11.9,1.6,21.9
68391,518774,Matt Harvey,28,NYM,-1.1,132,6.2,0.9,124,19,18,1,92.7,5,7,0,6.7,6.8,6.37,1.69,15.5,10.9,1.4,18.7
68372,473879,Sam Dyson,29,,-1.2,112,5.29,0.72,104,55,0,55,54.7,4,10,14,6.09,6.75,5.63,1.77,13.1,11.5,1.1,18.4
101249,623167,Chris Flexen,22,NYM,-1.2,137,6.43,1.19,125,14,9,5,48,3,6,0,7.88,8.25,6.95,2.02,15.5,15,1,19.9
70300,543045,Adam Conley,27,MIA,-1.2,126,5.91,0.79,121,22,20,2,102.7,8,8,0,6.14,6.49,5.62,1.52,15.6,9.1,1.7,22.3
46155,476451,Jeremy Hellickson,30,,-1.3,125,5.88,0.63,127,30,30,0,164,8,11,0,5.43,5.76,5.77,1.26,13.8,6.8,2,18.7
102011,571510,Matthew Boyd,26,DET,-1.3,121,5.71,0.79,111,26,25,1,135,6,11,0,5.27,5.6,4.51,1.56,18.2,8.8,2.1,22.8
50946,501697,Jhan Mariñez,28,,-1.4,100,4.71,0.59,101,43,0,43,58.3,0,3,0,3.7,4.01,4.65,1.54,17.2,9.9,1.7,23.4
37512,434622,Ubaldo Jiménez,33,BAL,-1.4,116,5.44,0.72,107,31,25,6,142.7,6,11,0,6.81,6.88,5.54,1.59,21.5,9,2.4,21.3
56742,502327,Héctor Santiago,29,MIN,-1.4,143,6.71,1.09,134,15,14,1,70.3,4,8,0,5.63,5.63,6.02,1.44,16.4,10,1.6,17.9
58617,475115,Tyson Ross,30,TEX,-1.5,137,6.42,1.15,120,12,10,2,49,3,3,0,7.71,8.45,6.18,1.84,15.1,15.5,1,18.8
70946,607237,Amir Garrett,25,CIN,-1.5,113,5.31,0.81,116,16,14,2,70.7,3,8,0,7.39,7.64,7.39,1.61,19.6,12.5,1.6,19.9
65945,534947,Tim Adleman,29,CIN,-1.7,114,5.35,0.74,116,30,20,10,122.3,5,11,0,5.52,5.81,5.87,1.43,20.3,9.6,2.1,24.6
69887,607259,Nick Martínez,26,TEX,-1.7,125,5.89,0.75,120,23,18,5,111.3,3,8,0,5.66,5.98,5.8,1.37,14,5.9,2.4,15.1
395,112526,Bartolo Colon,44,,-1.8,136,6.4,0.76,118,28,28,0,143,7,14,0,6.48,7.05,5.21,1.59,13.7,5.4,2.5,12.8
70795,607192,Tyler Glasnow,23,PIT,-1.8,127,5.98,1.03,118,15,13,2,62,2,7,0,7.69,8.85,6.3,2.02,18.4,14.4,1.3,20.4
45612,456701,Homer Bailey,31,CIN,-1.8,128,6.01,0.85,113,18,18,0,91,6,9,0,6.43,6.63,4.9,1.69,16,10,1.6,21.9
68529,592229,Dylan Covey,25,CWS,-1.9,145,6.8,1.07,127,18,12,6,70,0,7,0,7.71,7.71,7.2,1.67,13.3,11,1.2,16.3
59663,571787,David Holmberg,25,CWS,-1.9,144,6.79,0.86,131,37,7,30,57.7,2,4,0,4.68,5.77,6.8,1.68,12.1,12.5,1,17.8
71010,605194,Jharel Cotton,25,OAK,-1.9,121,5.7,0.66,119,24,24,0,129,9,10,0,5.58,6.35,5.68,1.44,18.6,9.4,2,22.3
47476,456068,Miguel González,33,,-2,129,6.05,0.62,120,27,27,0,156,8,13,0,4.62,5.08,4.88,1.42,14.6,8,1.8,15.4
49168,475243,Travis Wood,30,,-2,139,6.52,0.78,126,39,14,25,94,4,7,0,6.8,7.37,5.9,1.73,14.9,10.3,1.4,14.4
65757,456167,A.J. Griffin,29,TEX,-2,134,6.28,0.91,131,18,15,3,77.3,6,6,0,5.94,6.05,6.26,1.34,18,8.3,2.2,20.2
99939,571476,Chris Beck,26,CWS,-2.1,135,6.33,0.99,127,57,0,57,64.7,2,1,0,6.4,6.68,6.84,1.65,14.3,11.6,1.2,18.2
57163,519455,Jordan Zimmermann,31,DET,-2.4,143,6.72,0.87,123,29,29,0,160,8,13,0,6.08,6.24,5.18,1.55,14.4,6.2,2.3,17.9
49616,460059,Mike Pelfrey,33,CWS,-2.6,137,6.44,0.79,123,34,21,13,120,3,12,0,5.93,6.53,6.35,1.58,14.5,11.4,1.3,17.5
58453,489119,Wade Miley,30,BAL,-2.9,133,6.26,0.74,114,32,32,0,157.3,8,15,0,5.61,5.95,5.27,1.73,19.5,12.8,1.5,21.9
58533,527048,Martín Pérez,26,TEX,-3.1,142,6.68,0.74,117,32,32,0,185,13,12,0,4.82,5.25,4.65,1.54,14.2,7.8,1.8,17.9
50062,501957,Chris Tillman,29,BAL,-3.1,182,8.56,1.1,139,24,19,5,93,1,7,0,7.84,8.32,6.93,1.89,14.2,11.5,1.2,18
56468,502706,Derek Holland,30,CWS,-4.6,159,7.48,0.99,134,29,26,3,135,7,14,0,6.2,7.07,6.45,1.71,16.6,12,1.4,18.8
